Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
30/11/2017,"5 Liscorrie Hall, Bog Lane, Drogheda",Louth,,"€195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.71889,-6.34778
09/03/2017,"14 Marconi Crescent, Honeypark, Dun Laoghaire",Dublin,,"€616,740.08",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.2810175,-6.143826
28/09/2017,"3 THATCHERS WAY, LUSK VILLAGE ESTATE, LUSK",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/03/2017,"38A/39 SOUTH RICHMOND STREET, PORTABELLO, DUBLIN 2",Dublin,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/09/2017,"12 ARDCROSS, CROSSHAVEN, CORK",Cork,,"€383,333.00",No,No,Second-Hand Dwelling house /Apartment,,51.8027848,-8.2883281
21/12/2017,"47 CELTIC PARK AVE, COLLINS AVE, DUBLIN 9",Dublin,,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/01/2017,"BARRADERRY WEST, KILTEGAN, WICKLOW",Wicklow,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.90111,-6.60722
18/12/2017,"TONAGH, MOUNT NUGENT, OLDCASTLE",Cavan,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-7.36056
15/09/2017,"17 BALLYGRAIGUE, NENAGH, TIPPERARY",Tipperary,,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.855713,-8.1950857
14/11/2017,"APT 71, RATHMINES TOWN CENTRE, RATHMINES RD LOWER DUBLIN 6",Dublin,,"€362,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3255868,-6.2648824
28/09/2017,"7A KNOCK HILL, ENNIS RD, KNOCK HILL",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
27/01/2017,"7 STILLORGAN GATE, UPPER KILMACUD ROAD, DUBLIN 14",Dublin,,"€700,440.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.33306,-6.24889
03/08/2017,"APT 1, 9 HATCH STREET LOWER, DUBLIN 2",Dublin,,"€1,750,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3341683,-6.2564068
